run_id,question_id,mode,category,question,session_id,http_status,request_success,validated_success,validation_status,assertion_type,assertion_detail,failure_type,error_detail,client_request_latency_ms,server_handler_latency_ms,app_startup_latency_ms,mcp_server_startup_latency_ms,sql_execution_latency_ms,response_text,sql_query,query_results,sql_execution_success,sql_execution_error,model_name,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd
20260401_184710,q001,mcp,shootings,Give me US shootings in Louisiana from the year 2014.,100001,200,True,True,validated,contains_all,"Matched all expected substrings: 95500, louisiana",none,,10390.159,10367.68,5186.741,1032.403,,"IncidentID,Address,IncidentDate,State,CityOrCountry,VictimsKilled,VictimsInjured
95500,3600 block of Highway 80 W,2014-01-12,louisiana,Tallulah,0,6",,,,,gpt-5-mini,17621,224,17845,
20260401_184710,q002,mcp,unemployment,Give me the unemployment rate for Georgia in 2023.,100002,200,True,True,validated,contains_all,"Matched all expected substrings: georgia, 3.3",none,,5146.908,5110.332,5186.741,1032.403,,Georgia — Unemployment rate in 2023: 3.3% (change from 2022: +0.1 percentage points).,,,,,gpt-5-mini,16409,122,16531,
20260401_184710,q003,mcp,unemployment,How does the unemployment rate in Hawaii compare to Indiana in 2023?,100003,200,True,True,validated,contains_all,"Matched all expected substrings: hawaii, indiana",none,,6532.263,6503.792,5186.741,1032.403,,"- Hawaii (2023): 2.9% (down 0.4 percentage points from 3.3% in 2022), rank = 6  
- Indiana (2023): 3.4% (up 0.3 percentage points from 3.1% in 2022), rank = 44

Hawaii’s 2023 unemployment rate was 0.5 percentage points lower than Indiana’s.",,,,,gpt-5-mini,17263,189,17452,
20260401_184710,q004,mcp,unemployment,What were the five states with the lowest unemployment rates in 2022?,100004,200,True,True,validated,contains_any,Matched expected substring: south dakota,none,,6767.319,6741.441,5186.741,1032.403,,"State,Rate_2022,Rate_2023,Rate_Change,State_Rank
South Dakota,1.9,1.8,-0.1,19
North Dakota,2.1,2.0,-0.1,19
Nebraska,2.2,2.3,0.1,35
New Hampshire,2.4,2.3,-0.1,19
Utah,2.4,2.7,0.3,44",,,,,gpt-5-mini,17436,215,17651,
20260401_184710,q005,mcp,ngo,Give me the full name and full address of the NGO with EIN 100006500.,100005,200,True,True,validated,contains_any,Matched expected substring: lebanon volunteer fire department,none,,8252.034,8214.08,5186.741,1032.403,,"Name: Lebanon Volunteer Fire Department
Full address: PO BOX 51, LEBANON, CT 06249-0051, Lebanon County, Connecticut",,,,,gpt-5-mini,16691,256,16947,
20260401_184710,q001,text2sql,shootings,Give me US shootings in Louisiana from the year 2014.,200001,200,True,True,validated,contains_all,"Matched all expected substrings: 95500, louisiana",none,,9791.21,9770.307,2037.145,,27.112,,"SELECT IncidentID,
       Address,
       IncidentDate,
       State,
       CityOrCountry,
       VictimsKilled,
       VictimsInjured,
       SuspectsInjured,
       SuspectsKilled,
       SuspectsArrested
FROM us_shootings
WHERE IncidentID IS NOT NULL
  AND Address IS NOT NULL
  AND IncidentDate IS NOT NULL
  AND State IS NOT NULL
  AND CityOrCountry IS NOT NULL
  AND VictimsKilled IS NOT NULL
  AND VictimsInjured IS NOT NULL
  AND SuspectsInjured IS NOT NULL
  AND SuspectsKilled IS NOT NULL
  AND SuspectsArrested IS NOT NULL
  AND LOWER(TRIM(State)) = 'louisiana'
  AND YEAR(IncidentDate) = 2014
ORDER BY IncidentDate;","[(95500, '3600 block of Highway 80 W', datetime.date(2014, 1, 12), 'louisiana', 'Tallulah', 0, 6, 0, 0, 8)]",True,,gpt-5-mini,8751,568,9319,
20260401_184710,q002,text2sql,unemployment,Give me the unemployment rate for Georgia in 2023.,200002,200,True,True,validated,contains_all,"Matched all expected substrings: georgia, 3.3",none,,6874.665,6851.277,2037.145,,13.304,,"SELECT State,
       Rate_2023 AS UnemploymentRate2023
FROM unemployment_rates_by_state
WHERE State = 'Georgia'
  AND State IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
LIMIT 1;","[('Georgia', Decimal('3.3'))]",True,,gpt-5-mini,1113,533,1646,
20260401_184710,q003,text2sql,unemployment,How does the unemployment rate in Hawaii compare to Indiana in 2023?,200003,200,True,True,validated,contains_any,Matched expected substring: indiana higher,none,,11218.823,11191.124,2037.145,,23.983,,"SELECT
  MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) AS Hawaii_Rate_2023,
  MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) AS Indiana_Rate_2023,
  (MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) - MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END)) AS Rate_Difference,
  ROUND(
    (MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) - MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END))
    / NULLIF(MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END), 0) * 100, 2
  ) AS Percent_Difference,
  CASE
    WHEN MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) > MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) THEN 'Hawaii higher'
    WHEN MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) < MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) THEN 'Indiana higher'
    ELSE 'Equal'
  END AS Comparison
FROM unemployment_rates_by_state
WHERE State IN ('Hawaii','Indiana')
  AND State IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL;","[(Decimal('2.9'), Decimal('3.4'), Decimal('-0.5'), Decimal('-14.71'), 'Indiana higher')]",True,,gpt-5-mini,2283,1039,3322,
20260401_184710,q004,text2sql,unemployment,What were the five states with the lowest unemployment rates in 2022?,200004,200,True,True,validated,contains_any,Matched expected substring: south dakota,none,,7016.87,6981.869,2037.145,,31.519,,"SELECT State,
       Rate_2022 AS UnemploymentRate2022
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
ORDER BY Rate_2022 ASC, State ASC
LIMIT 5;","[('South Dakota', Decimal('1.9')), ('North Dakota', Decimal('2.1')), ('Nebraska', Decimal('2.2')), ('New Hampshire', Decimal('2.4')), ('Utah', Decimal('2.4'))]",True,,gpt-5-mini,1179,409,1588,
20260401_184710,q005,text2sql,ngo,Give me the full name and full address of the NGO with EIN 100006500.,200005,200,True,False,missing_validated_text,contains_any,Expected validated text was empty.,validation_failed,"{""sql_query"":""SELECT Name AS FullName, Fulladdr AS FullAddress\nFROM ngos_with_categorization\nWHERE Ein = 100006500\n  AND Ein IS NOT NULL\n  AND Name IS NOT NULL\n  AND Fulladdr IS NOT NULL\n  AND City IS NOT NULL\n  AND State IS NOT NULL\n  AND Zip IS NOT NULL\n  AND County IS NOT NULL\n  AND Ntee_Code IS NOT NULL\n  AND Category IS NOT NULL\n  AND Is_Category_Llm_Generated IS NOT NULL\nLIMIT 1;"",""query_results"":"""",""sql_execution_success"":true,""sql_execution_error"":null,""profiling"":{""mode"":""text2sql"",""model_name"":""gpt-5-mini"",""server_handler_latency_ms"":6360.253,""sql_execution_latency_ms"":19.359,""prompt_tokens"":1380,""completion_tokens"":502,""total_tokens"":1882}}",6385.69,6360.253,2037.145,,19.359,,"SELECT Name AS FullName, Fulladdr AS FullAddress
FROM ngos_with_categorization
WHERE Ein = 100006500
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
LIMIT 1;",,True,,gpt-5-mini,1380,502,1882,
